fullName,Number,birthDate,currentAge,City,StateProvvince,birthCountry,height,weight,active,alternateCaptain,captain,rookie,rosterStatus,Team,Position,Long,Lat
Sam Montembeault,35,1996-10-30,26,Becancour,QC,CAN,"6' 3""",214,TRUE,FALSE,FALSE,FALSE,Y,Montréal Canadiens,Goalie,-72.4350552,46.3506215
Rem Pitlick,32,1997-04-02,26,Ottawa,ON,CAN,"5' 11""",186,TRUE,FALSE,FALSE,FALSE,Y,Montréal Canadiens,Center,-75.69719310000000,45.4215296
Michael Pezzetta,55,1998-03-13,25,Toronto,ON,CAN,"6' 1""",210,TRUE,FALSE,FALSE,FALSE,Y,Montréal Canadiens,Left Wing,-79.3831843,43.653226
Nick Suzuki,14,1999-08-10,23,London,ON,CAN,"5' 11""",208,TRUE,FALSE,TRUE,FALSE,Y,Montréal Canadiens,Center,-81.2452768,42.9849233
Johnathan Kovacevic,26,1997-07-12,25,Hamilton,ON,CAN,"6' 4""",208,TRUE,FALSE,FALSE,TRUE,Y,Montréal Canadiens,Defenseman,-79.8711024,43.2557206
Jordan Harris,54,2000-07-07,22,Haverhill,MA,USA,"5' 11""",189,TRUE,FALSE,FALSE,TRUE,Y,Montréal Canadiens,Defenseman,-71.0772796,42.7762015
Kirby Dach,77,2001-01-21,22,Fort Saskatchewan,AB,CAN,"6' 4""",212,TRUE,FALSE,FALSE,FALSE,Y,Montréal Canadiens,Center,-113.2163654,53.6962239
Alex Newhook,18,2001-01-28,22,St. John's,NL,CAN,"5' 10""",190,TRUE,FALSE,FALSE,FALSE,Y,Montréal Canadiens,Center,-52.7452511,47.5556097
Sean Farrell,57,2001-11-02,21,Milford,MA,USA,"5' 9""",175,TRUE,FALSE,FALSE,TRUE,Y,Montréal Canadiens,Center,-71.5163049,42.1398577
Kaiden Guhle,21,2002-01-18,21,Edmonton,AB,CAN,"6' 2""",205,TRUE,FALSE,FALSE,TRUE,Y,Montréal Canadiens,Defenseman,-113.4937266,53.5460983
Justin Barron,52,2001-11-15,21,Halifax,NS,CAN,"6' 2""",201,TRUE,FALSE,FALSE,TRUE,Y,Montréal Canadiens,Defenseman,-63.1005273,44.8857087
Anton Forsberg,31,1992-11-27,30,Härnösand,,SWE,"6' 3""",193,TRUE,FALSE,FALSE,FALSE,I,Ottawa Senators,Goalie,17.9408714,62.6322698
Josh Norris,9,1999-05-05,24,Oxford,MI,USA,"6' 2""",195,TRUE,FALSE,FALSE,FALSE,I,Ottawa Senators,Center,-83.26466240000000,42.8247524
Claude Giroux,28,1988-01-12,35,Hearst,ON,CAN,"5' 11""",190,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Right Wing,-83.66695520000000,49.6880184
Thomas Chabot,72,1997-01-30,26,Sainte-Marie,QC,CAN,"6' 2""",195,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Defenseman,-71.0213182,46.4390284
Mathieu Joseph,21,1997-02-09,26,Laval,QC,CAN,"6' 1""",187,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Right Wing,-73.712409,45.6066487
Alex DeBrincat,12,1997-12-18,25,Farmington Hills,MI,USA,"5' 8""",178,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Right Wing,-83.3677168,42.4989936
Jakob Chychrun,6,1998-03-31,25,Boca Raton,FL,USA,"6' 2""",220,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Defenseman,-80.1289321,26.3683064
Drake Batherson,19,1998-04-27,25,Fort Wayne,IN,USA,"6' 3""",200,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Right Wing,-85.1393513,41.079273
Mark Kastelic,47,1999-03-11,24,Phoenix,AZ,USA,"6' 3""",233,TRUE,FALSE,FALSE,TRUE,Y,Ottawa Senators,Center,-112.0740373,33.4483771
Parker Kelly,45,1999-05-14,24,Camrose,AB,CAN,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Left Wing,-112.8251176,53.0173444
Brady Tkachuk,7,1999-09-16,23,Scottsdale,AZ,USA,"6' 4""",221,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Left Wing,-111.9216734,33.4948764
Shane Pinto,57,2000-11-12,22,Franklin Square,NY,USA,"6' 3""",201,TRUE,FALSE,FALSE,TRUE,Y,Ottawa Senators,Center,-73.6759635,40.7073244
Tyler Kleven,43,2002-01-10,21,Fargo,ND,USA,"6' 4""",200,TRUE,FALSE,FALSE,TRUE,Y,Ottawa Senators,Defenseman,-96.7898034,46.8771863
Jake Sanderson,85,2002-07-08,20,Whitefish,MT,USA,"6' 3""",195,TRUE,FALSE,FALSE,TRUE,Y,Ottawa Senators,Defenseman,-114.3352652,48.4106373
Tim Stützle,18,2002-01-15,21,Viersen,,DEU,"6' 0""",193,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Left Wing,6.3965235,51.2554987
Artem Zub,2,1995-10-03,27,Khabarovsk,,RUS,"6' 2""",200,TRUE,FALSE,FALSE,FALSE,Y,Ottawa Senators,Defenseman,135.0720667,48.4814433
Jake Muzzin,8,1989-02-21,34,Woodstock,ON,CAN,"6' 3""",227,TRUE,TRUE,FALSE,FALSE,I,Toronto Maple Leafs,Defenseman,-80.74716510000000,43.1314966
Nicholas Robertson,89,2001-09-11,21,Pasadena,CA,USA,"5' 9""",183,TRUE,FALSE,FALSE,FALSE,I,Toronto Maple Leafs,Left Wing,-118.1445155,34.1477849
Mark Giordano,55,1983-10-03,39,Toronto,ON,CAN,"6' 0""",205,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Defenseman,-79.3831843,43.653226
TJ Brodie,78,1990-06-07,33,Chatham,ON,CAN,"6' 2""",187,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Defenseman,0.0,0.0
John Tavares,91,1990-09-20,32,Mississauga,ON,CAN,"6' 1""",216,TRUE,FALSE,TRUE,FALSE,Y,Toronto Maple Leafs,Center,-79.6441198,43.5890452
Calle Jarnkrok,19,1991-09-25,31,Gavle,,SWE,"6' 0""",192,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Center,17.1412726,60.6748796
Morgan Rielly,44,1994-03-09,29,Vancouver,BC,CAN,"6' 1""",222,TRUE,TRUE,FALSE,FALSE,Y,Toronto Maple Leafs,Defenseman,-123.1207375,49.2827291
Matt Murray,30,1994-05-25,29,Thunder Bay,ON,CAN,"6' 5""",203,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Goalie,-89.2476823,48.3808951
Jake McCabe,22,1993-10-12,29,Eau Claire,WI,USA,"6' 1""",204,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Defenseman,-91.4984941,44.811349
William Nylander,88,1996-05-01,27,Calgary,AB,CAN,"6' 0""",204,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Right Wing,-114.0718831,51.04473310000000
Sam Lafferty,28,1995-03-06,28,Hollidaysburg,PA,USA,"6' 1""",195,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Center,-78.38890240000000,40.4272949
Mitchell Marner,16,1997-05-05,26,Markham,ON,CAN,"6' 0""",181,TRUE,TRUE,FALSE,FALSE,Y,Toronto Maple Leafs,Right Wing,-79.3370188,43.8561002
Ilya Samsonov,35,1997-02-22,26,Magnitogorsk,,RUS,"6' 3""",214,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Goalie,59.06230670000000,53.3927214
Auston Matthews,34,1997-09-17,25,San Ramon,CA,USA,"6' 3""",208,TRUE,TRUE,FALSE,FALSE,Y,Toronto Maple Leafs,Center,-121.9539616,37.7643595
Conor Timmins,25,1998-09-18,24,St. Catharines,ON,CAN,"6' 2""",202,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Defenseman,-79.2468626,43.1593745
Timothy Liljegren,37,1999-04-30,24,Kristianstad,,SWE,"6' 1""",192,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Defenseman,14.1566778,56.0293936
David Kampf,64,1995-01-12,28,Chomutov,,CZE,"6' 2""",197,TRUE,FALSE,FALSE,FALSE,Y,Toronto Maple Leafs,Center,13.410737,50.4634975
Matthew Knies,23,2002-10-17,20,Phoenix,AZ,USA,"6' 2""",210,TRUE,FALSE,FALSE,TRUE,Y,Toronto Maple Leafs,Left Wing,-112.0740373,33.4483771
Andrei Svechnikov,37,2000-03-26,23,Barnaul,,RUS,"6' 2""",195,TRUE,FALSE,FALSE,FALSE,I,Carolina Hurricanes,Right Wing,83.78357370000000,53.3497499
Brent Burns,8,1985-03-09,38,Barrie,ON,CAN,"6' 5""",230,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Defenseman,-79.6903316,44.38935560000000
Jordan Staal,11,1988-09-10,34,Thunder Bay,ON,CAN,"6' 4""",220,TRUE,FALSE,TRUE,FALSE,Y,Carolina Hurricanes,Center,-89.2476823,48.3808951
Jesper Fast,71,1991-12-02,31,Nassjo,,SWE,"6' 1""",191,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Right Wing,14.6967247,57.65303550000000
Stefan Noesen,23,1993-02-12,30,Plano,TX,USA,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Right Wing,-96.6988856,33.0198431
Brady Skjei,76,1994-03-26,29,Lakeville,MN,USA,"6' 3""",210,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Defenseman,-93.24272000000000,44.6496868
Teuvo Teravainen,86,1994-09-11,28,Helsinki,,FIN,"5' 11""",191,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Left Wing,24.938379,60.16985570000000
Jordan Martinook,48,1992-07-25,30,Brandon,MB,CAN,"6' 0""",196,TRUE,TRUE,FALSE,FALSE,Y,Carolina Hurricanes,Left Wing,-99.95148070000000,49.8437486
Jaccob Slavin,74,1994-05-01,29,Denver,CO,USA,"6' 3""",207,TRUE,TRUE,FALSE,FALSE,Y,Carolina Hurricanes,Defenseman,-104.990251,39.7392358
Antti Raanta,32,1989-05-12,34,Rauma,,FIN,"6' 0""",195,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Goalie,21.5059264,61.1308854
Brett Pesce,22,1994-11-15,28,Tarrytown,NY,USA,"6' 3""",206,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Defenseman,-73.85874610000000,41.0762077
Sebastian Aho,20,1997-07-26,25,Rauma,,FIN,"6' 0""",176,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Center,21.5059264,61.1308854
Jalen Chatfield,5,1996-05-15,27,Ypsilanti,MI,USA,"6' 1""",188,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Defenseman,-83.61299390000000,42.2411499
Dylan Coghlan,15,1998-02-19,25,Duncan,BC,CAN,"6' 2""",208,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Defenseman,-123.7079416,48.7786908
Martin Necas,88,1999-01-15,24,Nove Mesto na Morave,,CZE,"6' 2""",189,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Center,16.0741877,49.5614432
Jesperi Kotkaniemi,82,2000-07-06,22,Pori,,FIN,"6' 2""",201,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Center,21.7974178,61.4851393
Jack Drury,18,2000-02-03,23,New York,NY,USA,"5' 11""",174,TRUE,FALSE,FALSE,TRUE,Y,Carolina Hurricanes,Center,-74.0059728,40.7127753
Ryan Suzuki,61,2001-05-28,22,London,ON,CAN,"6' 0""",176,TRUE,FALSE,FALSE,TRUE,Y,Carolina Hurricanes,Center,-81.2452768,42.9849233
Jamieson Rees,81,2001-02-26,22,Hamilton,ON,CAN,"5' 11""",172,TRUE,FALSE,FALSE,TRUE,Y,Carolina Hurricanes,Center,-79.8711024,43.2557206
Pyotr Kochetkov,52,1999-06-25,24,Penza,,RUS,"6' 3""",205,TRUE,FALSE,FALSE,TRUE,Y,Carolina Hurricanes,Goalie,45.0,53.2272903
Seth Jarvis,24,2002-02-01,21,Winnipeg,MB,CAN,"5' 10""",175,TRUE,FALSE,FALSE,FALSE,Y,Carolina Hurricanes,Center,-97.1385145,49.8954221
Vasily Ponomarev,92,2002-03-13,21,Moscow,,RUS,"5' 10""",180,TRUE,FALSE,FALSE,TRUE,Y,Carolina Hurricanes,Center,37.6173,55.755826
Spencer Knight,30,2001-04-19,22,Darien,CT,USA,"6' 3""",192,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Goalie,-73.4686858,41.0771914
Zac Dalpe,22,1989-11-01,33,Paris,ON,CAN,"6' 2""",197,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,2.3522219,48.856614
Sergei Bobrovsky,72,1988-09-20,34,Novokuznetsk,,RUS,"6' 2""",182,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Goalie,87.12157050000000,53.7595935
Nick Cousins,21,1993-07-20,29,Belleville,ON,CAN,"5' 11""",192,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,-77.3832315,44.1627589
Anthony Duclair,10,1995-08-26,27,Pointe-Claire,QC,CAN,"5' 11""",197,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Left Wing,-73.7990191,45.4719655
Carter Verhaeghe,23,1995-08-14,27,Toronto,ON,CAN,"6' 2""",180,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,-79.3831843,43.653226
Aleksander Barkov,16,1995-09-02,27,Tampere,,FIN,"6' 3""",215,TRUE,FALSE,TRUE,FALSE,Y,Florida Panthers,Center,23.7609535,61.4977524
Aaron Ekblad,5,1996-02-07,27,Windsor,ON,CAN,"6' 4""",215,TRUE,TRUE,FALSE,FALSE,Y,Florida Panthers,Defenseman,-83.03636330000000,42.3149367
Sam Reinhart,13,1995-11-06,27,West Vancouver,BC,CAN,"6' 2""",193,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,-123.1601981,49.3286251
Sam Bennett,9,1996-06-20,27,Holland Landing,ON,CAN,"6' 1""",195,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,-79.48742300000000,44.09986080000000
Brandon Montour,62,1994-04-11,29,Brantford,ON,CAN,"6' 0""",194,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Defenseman,-80.2644254,43.1393867
Gustav Forsling,42,1996-06-12,27,Linkoping,,SWE,"6' 0""",186,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Defenseman,15.6213727,58.41080700000000
Ryan Lomberg,94,1994-12-09,28,Richmond Hill,ON,CAN,"5' 9""",187,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Left Wing,-79.4402808,43.8828401
Matthew Tkachuk,19,1997-12-11,25,Scottsdale,AZ,USA,"6' 2""",201,TRUE,TRUE,FALSE,FALSE,Y,Florida Panthers,Left Wing,-111.9216734,33.4948764
Josh Mahura,28,1998-05-05,25,St. Albert,AB,CAN,"6' 0""",185,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Defenseman,-113.6292701,53.6539037
Aleksi Heponiemi,20,1999-01-09,24,Tampere,,FIN,"5' 10""",155,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,23.7609535,61.4977524
Eetu Luostarinen,27,1998-09-02,24,Siilinjarvi,,FIN,"6' 3""",190,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,27.661883,63.0736826
Calle Sjalin,79,1999-09-02,23,Ostersund,,SWE,"6' 1""",179,TRUE,FALSE,FALSE,TRUE,Y,Florida Panthers,Defenseman,14.6360681,63.1766832
Patrick Giles,36,2000-01-03,23,Chevy Chase,MD,USA,"6' 4""",203,TRUE,FALSE,FALSE,TRUE,Y,Florida Panthers,Right Wing,-77.0772052,38.9949153
Santtu Kinnunen,75,1999-03-25,24,Lahti,,FIN,"6' 3""",154,TRUE,FALSE,FALSE,TRUE,Y,Florida Panthers,Defenseman,25.6612096,60.98267490000000
John Ludvig,53,2000-08-02,22,Liberec,,CZE,"6' 1""",213,TRUE,FALSE,FALSE,TRUE,Y,Florida Panthers,Defenseman,15.0543387,50.76628000000000
Mike Benning,44,2002-01-05,21,Edmonton,AB,CAN,"5' 9""",177,TRUE,FALSE,FALSE,TRUE,Y,Florida Panthers,Defenseman,-113.4937266,53.5460983
Anton Lundell,15,2001-10-03,21,Espoo,,FIN,"6' 1""",185,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Center,24.6559001,60.2054911
Matt Kiersted,3,1998-04-14,25,Elk River,MN,USA,"6' 0""",181,TRUE,FALSE,FALSE,FALSE,Y,Florida Panthers,Defenseman,-93.5547381,45.303218
Mackie Samoskevich,25,2002-11-15,20,Newtown,CT,USA,"5' 11""",191,TRUE,FALSE,FALSE,TRUE,Y,Florida Panthers,Right Wing,-73.3035656,41.4141116
Pat Maroon,14,1988-04-23,35,St. Louis,MO,USA,"6' 3""",234,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Left Wing,-90.19940420000000,38.6270025
Steven Stamkos,91,1990-02-07,33,Markham,ON,CAN,"6' 0""",182,TRUE,FALSE,TRUE,FALSE,Y,Tampa Bay Lightning,Center,-79.3370188,43.8561002
Zach Bogosian,24,1990-07-15,32,Massena,NY,USA,"6' 2""",222,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Defenseman,-74.891865,44.9281049
Victor Hedman,77,1990-12-18,32,Ornskoldsvik,,SWE,"6' 7""",244,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Defenseman,18.7166166,63.29004740000000
Nikita Kucherov,86,1993-06-17,30,Maykop,,RUS,"5' 11""",181,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Right Wing,40.1046934,44.6076175
Andrei Vasilevskiy,88,1994-07-25,28,Tyumen,,RUS,"6' 4""",220,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Goalie,65.5618636,57.1553394
Nicholas Paul,20,1995-03-20,28,Mississauga,ON,CAN,"6' 3""",223,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Left Wing,-79.6441198,43.5890452
Haydn Fleury,7,1996-07-08,26,Carlyle,SK,CAN,"6' 4""",208,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Defenseman,-102.2670806,49.6339652
Brayden Point,21,1996-03-13,27,Calgary,AB,CAN,"5' 11""",180,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Center,-114.0718831,51.04473310000000
Darren Raddysh,43,1996-02-28,27,Toronto,ON,CAN,"6' 1""",200,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Defenseman,-79.3831843,43.653226
Erik Cernak,81,1997-05-28,26,Kosice,,SVK,"6' 4""",224,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Defenseman,21.2610746,48.7163857
Anthony Cirelli,71,1997-07-15,25,Etobicoke,ON,CAN,"6' 0""",189,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Center,-79.5131983,43.6204946
Mikhail Sergachev,98,1998-06-25,25,Nizhnekamsk,,RUS,"6' 1""",217,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Defenseman,51.8469974,55.613196
Brandon Hagel,38,1998-08-27,24,Saskatoon,SK,CAN,"6' 2""",179,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Left Wing,-106.6701577,52.157902
Michael Eyssimont,23,1996-09-09,26,Littleton,CO,USA,"6' 0""",180,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Center,-105.0166498,39.613321
Tanner Jeannot,84,1997-05-29,26,Estevan,SK,CAN,"6' 2""",208,TRUE,FALSE,FALSE,FALSE,Y,Tampa Bay Lightning,Left Wing,-102.9914807,49.1390842
Nick Perbix,48,1998-06-15,25,Elk River,MN,USA,"6' 2""",191,TRUE,FALSE,FALSE,TRUE,Y,Tampa Bay Lightning,Defenseman,-93.5547381,45.303218
Beck Malenstyn,47,1998-02-04,25,Delta,BC,CAN,"6' 3""",200,TRUE,FALSE,FALSE,TRUE,Y,Washington Capitals,Left Wing,-123.0264759,49.09521550000000
Henrik Borgstrom,13,1997-08-06,25,Helsinki,,FIN,"6' 3""",199,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Center,24.938379,60.16985570000000
Aliaksei Protas,59,2001-01-06,22,Vitebsk,,BLR,"6' 6""",225,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Center,30.206359,55.1926809
Alex Ovechkin,8,1985-09-17,37,Moscow,,RUS,"6' 3""",238,TRUE,FALSE,TRUE,FALSE,Y,Washington Capitals,Left Wing,37.6173,55.755826
T.J. Oshie,77,1986-12-23,36,Everett,WA,USA,"6' 0""",187,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Right Wing,-122.2020794,47.9789848
Nicklas Backstrom,19,1987-11-23,35,Gavle,,SWE,"6' 1""",202,TRUE,TRUE,FALSE,FALSE,Y,Washington Capitals,Center,17.1412726,60.6748796
John Carlson,74,1990-01-10,33,Natick,MA,USA,"6' 3""",215,TRUE,TRUE,FALSE,FALSE,Y,Washington Capitals,Defenseman,-71.3468091,42.2775281
Darcy Kuemper,35,1990-05-05,33,Saskatoon,SK,CAN,"6' 5""",215,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Goalie,-106.6701577,52.157902
Nick Jensen,3,1990-09-21,32,Rogers,MN,USA,"6' 1""",205,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Defenseman,-93.5525206,45.1878015
Nic Dowd,26,1990-05-27,33,Huntsville,AL,USA,"6' 1""",193,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Center,-86.5861037,34.7303688
Evgeny Kuznetsov,92,1992-05-19,31,Chelyabinsk,,RUS,"6' 2""",207,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Center,61.4368431,55.1644419
Tom Wilson,43,1994-03-29,29,Toronto,ON,CAN,"6' 4""",220,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Right Wing,-79.3831843,43.653226
Anthony Mantha,39,1994-09-16,28,Longueuil,QC,CAN,"6' 5""",234,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Right Wing,-73.4329187,45.5135059
Trevor van Riemsdyk,57,1991-07-24,31,Middletown,NJ,USA,"6' 3""",191,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Defenseman,-74.09981790000000,40.3927801
Sonny Milano,15,1996-05-12,27,Massapequa,NY,USA,"6' 0""",194,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Left Wing,-73.4742914,40.6806563
Nicolas Aube-Kubel,96,1996-05-10,27,Slave Lake,AB,CAN,"6' 0""",207,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Right Wing,-114.7801488,55.2723922
Dylan Strome,17,1997-03-07,26,Mississauga,ON,CAN,"6' 3""",200,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Center,-79.6441198,43.5890452
Charlie Lindgren,79,1993-12-18,29,Lakeville,MN,USA,"6' 2""",179,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Goalie,-93.24272000000000,44.6496868
Martin Fehervary,42,1999-10-06,23,Bratislava,,SVK,"6' 2""",199,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Defenseman,17.1077477,48.1485965
Alexander Alexeyev,27,1999-11-15,23,St. Petersburg,,RUS,"6' 4""",213,TRUE,FALSE,FALSE,TRUE,Y,Washington Capitals,Defenseman,30.3350941,59.9342596
Rasmus Sandin,38,2000-03-07,23,Uppsala,,SWE,"5' 11""",182,TRUE,FALSE,FALSE,FALSE,Y,Washington Capitals,Defenseman,17.6389267,59.85856380000000
Corey Perry,10,1985-05-16,38,Peterborough,ON,CAN,"6' 3""",208,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Right Wing,-78.3199606,44.3047061
Nick Foligno,17,1987-10-31,35,Buffalo,NY,USA,"6' 0""",210,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Left Wing,-78.8783689,42.88644680000000
Tyler Johnson,90,1990-07-29,32,Spokane,WA,USA,"5' 8""",185,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Center,-117.4260466,47.6587802
Taylor Hall,71,1991-11-14,31,Calgary,AB,CAN,"6' 1""",210,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Left Wing,-114.0718831,51.04473310000000
Jarred Tinordi,25,1992-02-20,31,Millersville,MD,USA,"6' 6""",229,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Defenseman,-76.64858220000000,39.0574783
Petr Mrazek,34,1992-02-14,31,Ostrava,,CZE,"6' 2""",188,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Goalie,18.2625243,49.8209226
Colin Blackwell,43,1993-03-28,30,North Andover,MA,USA,"5' 9""",190,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Center,-71.1350575,42.69870240000000
Connor Murphy,5,1993-03-26,30,Dublin,OH,USA,"6' 4""",212,TRUE,TRUE,FALSE,FALSE,Y,Chicago Blackhawks,Defenseman,-83.1140771,40.0992294
Andreas Athanasiou,89,1994-08-06,28,Woodbridge,ON,CAN,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Center,0.0,0.0
Jason Dickinson,17,1995-07-04,27,Georgetown,ON,CAN,"6' 2""",200,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Center,-77.07225850000000,38.9076089
Seth Jones,4,1994-10-03,28,Arlington,TX,USA,"6' 4""",213,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Defenseman,-97.10806560000000,32.735687
Boris Katchouk,14,1998-06-18,25,Vancouver,BC,CAN,"6' 2""",206,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Left Wing,-123.1207375,49.2827291
Taylor Raddysh,11,1998-02-18,25,Caledon,ON,CAN,"6' 3""",198,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Right Wing,-79.8670882,43.8701204
Nikita Zaitsev,22,1991-10-29,31,Moscow,,RUS,"6' 2""",192,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Defenseman,37.6173,55.755826
MacKenzie Entwistle,58,1999-07-14,23,Georgetown,ON,CAN,"6' 3""",184,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Right Wing,-77.07225850000000,38.9076089
Cole Guttman,70,1999-04-06,24,Northridge,CA,USA,"5' 9""",167,TRUE,FALSE,FALSE,TRUE,Y,Chicago Blackhawks,Center,-118.530123,34.2381251
Philipp Kurashev,23,1999-10-12,23,Munsingen,,CHE,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Center,7.5627528,46.8746813
Reese Johnson,52,1998-07-10,24,Regina,SK,CAN,"6' 1""",193,TRUE,FALSE,FALSE,FALSE,Y,Chicago Blackhawks,Center,-104.6188944,50.4452112
Wyatt Kaiser,44,2002-07-31,20,Andover,MN,USA,"6' 0""",173,TRUE,FALSE,FALSE,TRUE,Y,Chicago Blackhawks,Defenseman,-93.29134050000000,45.2332984
Michael Rasmussen,27,1999-04-17,24,Surrey,BC,CAN,"6' 6""",211,TRUE,FALSE,FALSE,FALSE,I,Detroit Red Wings,Center,-122.8490125,49.1913466
Simon Edvinsson,3,2003-02-05,20,Kungsbacka,,SWE,"6' 6""",209,TRUE,FALSE,FALSE,TRUE,Y,Detroit Red Wings,Defenseman,12.0761927,57.48749190000000
